,accept,entity,label,uniq_id,previous_encoding,new_encoding,entities,abridged_xpath,descendant_order,file
32,,New-Haven,GPE,,"<p xmlns=""http://www.tei-c.org/ns/1.0""><date>28. </date>about 2 O&#8217;Clock in the morning at New-Haven&#8212; I went immediately to bed, and at 6. O&#8217;Clock rose again, and proceeded in the Stage&#8212;with four fellow-travellers&#8212; Breakfasted at Milford&#8212; Dined at Norwalk, and about 6. in the Evening arrived at Rye, where we are to lodge this Night&#8212; The Sleighing as far as New-Haven was very good&#8212; Through the western parts of Massachusetts, and to Hartford, the Snow was nearly three feet deep. From New-Haven, we came in carriages on wheels; though there was snow enough for travelling in Sleighs&#8212; The roads are better than I ever knew them&#8212; I have been known by my fellow-travellers, the greatest part of this day.&#8212; And mark&#8217;d, more than was agreeable to me.</p> ","<p xmlns=""http://www.tei-c.org/ns/1.0""><date>28. </date>about 2 O&#8217;Clock in the morning at <placeName>New-Haven</placeName>&#8212; I went immediately to bed, and at 6. O&#8217;Clock rose again, and proceeded in the Stage&#8212;with four fellow-travellers&#8212; Breakfasted at Milford&#8212; Dined at Norwalk, and about 6. in the Evening arrived at Rye, where we are to lodge this Night&#8212; The Sleighing as far as New-Haven was very good&#8212; Through the western parts of Massachusetts, and to Hartford, the Snow was nearly three feet deep. From New-Haven, we came in carriages on wheels; though there was snow enough for travelling in Sleighs&#8212; The roads are better than I ever knew them&#8212; I have been known by my fellow-travellers, the greatest part of this day.&#8212; And mark&#8217;d, more than was agreeable to me.</p> ","['New-Haven', 'GPE']",".//ns:body//{http://www.tei-c.org/ns/1.0}div[@xml:id=""jqadiaries-v27-1809-01-xx""]/{http://www.tei-c.org/ns/1.0}div",31,JQADiaries-v27-1809-01-p383.xml
33,,Sleighing,GPE,,"<p xmlns=""http://www.tei-c.org/ns/1.0""><date>28. </date>about 2 O&#8217;Clock in the morning at New-Haven&#8212; I went immediately to bed, and at 6. O&#8217;Clock rose again, and proceeded in the Stage&#8212;with four fellow-travellers&#8212; Breakfasted at Milford&#8212; Dined at Norwalk, and about 6. in the Evening arrived at Rye, where we are to lodge this Night&#8212; The Sleighing as far as New-Haven was very good&#8212; Through the western parts of Massachusetts, and to Hartford, the Snow was nearly three feet deep. From New-Haven, we came in carriages on wheels; though there was snow enough for travelling in Sleighs&#8212; The roads are better than I ever knew them&#8212; I have been known by my fellow-travellers, the greatest part of this day.&#8212; And mark&#8217;d, more than was agreeable to me.</p> ","<p xmlns=""http://www.tei-c.org/ns/1.0""><date>28. </date>about 2 O&#8217;Clock in the morning at New-Haven&#8212; I went immediately to bed, and at 6. O&#8217;Clock rose again, and proceeded in the Stage&#8212;with four fellow-travellers&#8212; Breakfasted at Milford&#8212; Dined at Norwalk, and about 6. in the Evening arrived at Rye, where we are to lodge this Night&#8212; The <placeName>Sleighing</placeName> as far as New-Haven was very good&#8212; Through the western parts of Massachusetts, and to Hartford, the Snow was nearly three feet deep. From New-Haven, we came in carriages on wheels; though there was snow enough for travelling in Sleighs&#8212; The roads are better than I ever knew them&#8212; I have been known by my fellow-travellers, the greatest part of this day.&#8212; And mark&#8217;d, more than was agreeable to me.</p> ","['Sleighing', 'GPE']",".//ns:body//{http://www.tei-c.org/ns/1.0}div[@xml:id=""jqadiaries-v27-1809-01-xx""]/{http://www.tei-c.org/ns/1.0}div",31,JQADiaries-v27-1809-01-p383.xml
34,,New-Haven,GPE,,"<p xmlns=""http://www.tei-c.org/ns/1.0""><date>28. </date>about 2 O&#8217;Clock in the morning at New-Haven&#8212; I went immediately to bed, and at 6. O&#8217;Clock rose again, and proceeded in the Stage&#8212;with four fellow-travellers&#8212; Breakfasted at Milford&#8212; Dined at Norwalk, and about 6. in the Evening arrived at Rye, where we are to lodge this Night&#8212; The Sleighing as far as New-Haven was very good&#8212; Through the western parts of Massachusetts, and to Hartford, the Snow was nearly three feet deep. From New-Haven, we came in carriages on wheels; though there was snow enough for travelling in Sleighs&#8212; The roads are better than I ever knew them&#8212; I have been known by my fellow-travellers, the greatest part of this day.&#8212; And mark&#8217;d, more than was agreeable to me.</p> ","<p xmlns=""http://www.tei-c.org/ns/1.0""><date>28. </date>about 2 O&#8217;Clock in the morning at <placeName>New-Haven</placeName>&#8212; I went immediately to bed, and at 6. O&#8217;Clock rose again, and proceeded in the Stage&#8212;with four fellow-travellers&#8212; Breakfasted at Milford&#8212; Dined at Norwalk, and about 6. in the Evening arrived at Rye, where we are to lodge this Night&#8212; The Sleighing as far as New-Haven was very good&#8212; Through the western parts of Massachusetts, and to Hartford, the Snow was nearly three feet deep. From New-Haven, we came in carriages on wheels; though there was snow enough for travelling in Sleighs&#8212; The roads are better than I ever knew them&#8212; I have been known by my fellow-travellers, the greatest part of this day.&#8212; And mark&#8217;d, more than was agreeable to me.</p> ","['New-Haven', 'GPE']",".//ns:body//{http://www.tei-c.org/ns/1.0}div[@xml:id=""jqadiaries-v27-1809-01-xx""]/{http://www.tei-c.org/ns/1.0}div",31,JQADiaries-v27-1809-01-p383.xml
35,,Massachusetts,GPE,,"<p xmlns=""http://www.tei-c.org/ns/1.0""><date>28. </date>about 2 O&#8217;Clock in the morning at New-Haven&#8212; I went immediately to bed, and at 6. O&#8217;Clock rose again, and proceeded in the Stage&#8212;with four fellow-travellers&#8212; Breakfasted at Milford&#8212; Dined at Norwalk, and about 6. in the Evening arrived at Rye, where we are to lodge this Night&#8212; The Sleighing as far as New-Haven was very good&#8212; Through the western parts of Massachusetts, and to Hartford, the Snow was nearly three feet deep. From New-Haven, we came in carriages on wheels; though there was snow enough for travelling in Sleighs&#8212; The roads are better than I ever knew them&#8212; I have been known by my fellow-travellers, the greatest part of this day.&#8212; And mark&#8217;d, more than was agreeable to me.</p> ","<p xmlns=""http://www.tei-c.org/ns/1.0""><date>28. </date>about 2 O&#8217;Clock in the morning at New-Haven&#8212; I went immediately to bed, and at 6. O&#8217;Clock rose again, and proceeded in the Stage&#8212;with four fellow-travellers&#8212; Breakfasted at Milford&#8212; Dined at Norwalk, and about 6. in the Evening arrived at Rye, where we are to lodge this Night&#8212; The Sleighing as far as New-Haven was very good&#8212; Through the western parts of <placeName>Massachusetts</placeName>, and to Hartford, the Snow was nearly three feet deep. From New-Haven, we came in carriages on wheels; though there was snow enough for travelling in Sleighs&#8212; The roads are better than I ever knew them&#8212; I have been known by my fellow-travellers, the greatest part of this day.&#8212; And mark&#8217;d, more than was agreeable to me.</p> ","['Massachusetts', 'GPE']",".//ns:body//{http://www.tei-c.org/ns/1.0}div[@xml:id=""jqadiaries-v27-1809-01-xx""]/{http://www.tei-c.org/ns/1.0}div",31,JQADiaries-v27-1809-01-p383.xml
36,,Hartford,GPE,,"<p xmlns=""http://www.tei-c.org/ns/1.0""><date>28. </date>about 2 O&#8217;Clock in the morning at New-Haven&#8212; I went immediately to bed, and at 6. O&#8217;Clock rose again, and proceeded in the Stage&#8212;with four fellow-travellers&#8212; Breakfasted at Milford&#8212; Dined at Norwalk, and about 6. in the Evening arrived at Rye, where we are to lodge this Night&#8212; The Sleighing as far as New-Haven was very good&#8212; Through the western parts of Massachusetts, and to Hartford, the Snow was nearly three feet deep. From New-Haven, we came in carriages on wheels; though there was snow enough for travelling in Sleighs&#8212; The roads are better than I ever knew them&#8212; I have been known by my fellow-travellers, the greatest part of this day.&#8212; And mark&#8217;d, more than was agreeable to me.</p> ","<p xmlns=""http://www.tei-c.org/ns/1.0""><date>28. </date>about 2 O&#8217;Clock in the morning at New-Haven&#8212; I went immediately to bed, and at 6. O&#8217;Clock rose again, and proceeded in the Stage&#8212;with four fellow-travellers&#8212; Breakfasted at Milford&#8212; Dined at Norwalk, and about 6. in the Evening arrived at Rye, where we are to lodge this Night&#8212; The Sleighing as far as New-Haven was very good&#8212; Through the western parts of Massachusetts, and to <placeName>Hartford</placeName>, the Snow was nearly three feet deep. From New-Haven, we came in carriages on wheels; though there was snow enough for travelling in Sleighs&#8212; The roads are better than I ever knew them&#8212; I have been known by my fellow-travellers, the greatest part of this day.&#8212; And mark&#8217;d, more than was agreeable to me.</p> ","['Hartford', 'GPE']",".//ns:body//{http://www.tei-c.org/ns/1.0}div[@xml:id=""jqadiaries-v27-1809-01-xx""]/{http://www.tei-c.org/ns/1.0}div",31,JQADiaries-v27-1809-01-p383.xml
37,,New-Haven,GPE,,"<p xmlns=""http://www.tei-c.org/ns/1.0""><date>28. </date>about 2 O&#8217;Clock in the morning at New-Haven&#8212; I went immediately to bed, and at 6. O&#8217;Clock rose again, and proceeded in the Stage&#8212;with four fellow-travellers&#8212; Breakfasted at Milford&#8212; Dined at Norwalk, and about 6. in the Evening arrived at Rye, where we are to lodge this Night&#8212; The Sleighing as far as New-Haven was very good&#8212; Through the western parts of Massachusetts, and to Hartford, the Snow was nearly three feet deep. From New-Haven, we came in carriages on wheels; though there was snow enough for travelling in Sleighs&#8212; The roads are better than I ever knew them&#8212; I have been known by my fellow-travellers, the greatest part of this day.&#8212; And mark&#8217;d, more than was agreeable to me.</p> ","<p xmlns=""http://www.tei-c.org/ns/1.0""><date>28. </date>about 2 O&#8217;Clock in the morning at <placeName>New-Haven</placeName>&#8212; I went immediately to bed, and at 6. O&#8217;Clock rose again, and proceeded in the Stage&#8212;with four fellow-travellers&#8212; Breakfasted at Milford&#8212; Dined at Norwalk, and about 6. in the Evening arrived at Rye, where we are to lodge this Night&#8212; The Sleighing as far as New-Haven was very good&#8212; Through the western parts of Massachusetts, and to Hartford, the Snow was nearly three feet deep. From New-Haven, we came in carriages on wheels; though there was snow enough for travelling in Sleighs&#8212; The roads are better than I ever knew them&#8212; I have been known by my fellow-travellers, the greatest part of this day.&#8212; And mark&#8217;d, more than was agreeable to me.</p> ","['New-Haven', 'GPE']",".//ns:body//{http://www.tei-c.org/ns/1.0}div[@xml:id=""jqadiaries-v27-1809-01-xx""]/{http://www.tei-c.org/ns/1.0}div",31,JQADiaries-v27-1809-01-p383.xml
38,,New-York,GPE,,"<p xmlns=""http://www.tei-c.org/ns/1.0""><date>29. </date>About 7. this morning we left <persRef ref=""penfield-nathaniel"">Penfield&#8217;s</persRef> inn at Rye. Breakfasted at<space />and arrived in New-York about Noon&#8212; I resolved to continue my journey without making any stay, and immediately took passage in the Mail Stage for Philadelphia&#8212; I had barely time to write a line to <persRef key=""adams-louisa-catherine"">my wife</persRef>, from the Stage-Office; and to dine&#8212; One of my fellow-travellers from New-Haven, also proceeds with me; a <persRef ref=""pearce-david"">M<hi rend=""superscript"">r:</hi> Pearce</persRef> of Gloucester, in Massachusetts&#8212; We cross&#8217;d the North-river from Whitehall&#8212; In the boat I met a <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Whitfield</persRef>, who said he was acquainted with <persRef key=""adams-thomas"">my brother</persRef>, and who gave me a line for <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Walton</persRef>, inn-keeper at Bristol, to enquire for a parcel of papers he had left there, on his <hi rend=""italic"">way</hi> <pb n=""386"" type=""ms"" />way some days since, from Philadelphia. About 3. in the afternoon we landed at the City of Jersey&#8212;immediately entered the Stage, and travelling over the New Turnpike, stopp&#8217;d at Brunswick to sup&#8212;then rode all-Night.&#8212; I left M<hi rend=""superscript"">r:</hi> Whitfield&#8217;s paper as he requested at Bristol&#8212;</p> ","<p xmlns=""http://www.tei-c.org/ns/1.0""><date>29. </date>About 7. this morning we left <persRef ref=""penfield-nathaniel"">Penfield&#8217;s</persRef> inn at Rye. Breakfasted at<space />and arrived in <placeName>New-York</placeName> about Noon&#8212; I resolved to continue my journey without making any stay, and immediately took passage in the Mail Stage for Philadelphia&#8212; I had barely time to write a line to <persRef key=""adams-louisa-catherine"">my wife</persRef>, from the Stage-Office; and to dine&#8212; One of my fellow-travellers from New-Haven, also proceeds with me; a <persRef ref=""pearce-david"">M<hi rend=""superscript"">r:</hi> Pearce</persRef> of Gloucester, in Massachusetts&#8212; We cross&#8217;d the North-river from Whitehall&#8212; In the boat I met a <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Whitfield</persRef>, who said he was acquainted with <persRef key=""adams-thomas"">my brother</persRef>, and who gave me a line for <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Walton</persRef>, inn-keeper at Bristol, to enquire for a parcel of papers he had left there, on his <hi rend=""italic"">way</hi> <pb n=""386"" type=""ms"" />way some days since, from Philadelphia. About 3. in the afternoon we landed at the City of Jersey&#8212;immediately entered the Stage, and travelling over the New Turnpike, stopp&#8217;d at Brunswick to sup&#8212;then rode all-Night.&#8212; I left M<hi rend=""superscript"">r:</hi> Whitfield&#8217;s paper as he requested at Bristol&#8212;</p> ","['New-York', 'GPE']",".//ns:body//{http://www.tei-c.org/ns/1.0}div[@xml:id=""jqadiaries-v27-1809-01-xx""]/{http://www.tei-c.org/ns/1.0}div",32,JQADiaries-v27-1809-01-p383.xml
39,,Philadelphia,GPE,,"<p xmlns=""http://www.tei-c.org/ns/1.0""><date>29. </date>About 7. this morning we left <persRef ref=""penfield-nathaniel"">Penfield&#8217;s</persRef> inn at Rye. Breakfasted at<space />and arrived in New-York about Noon&#8212; I resolved to continue my journey without making any stay, and immediately took passage in the Mail Stage for Philadelphia&#8212; I had barely time to write a line to <persRef key=""adams-louisa-catherine"">my wife</persRef>, from the Stage-Office; and to dine&#8212; One of my fellow-travellers from New-Haven, also proceeds with me; a <persRef ref=""pearce-david"">M<hi rend=""superscript"">r:</hi> Pearce</persRef> of Gloucester, in Massachusetts&#8212; We cross&#8217;d the North-river from Whitehall&#8212; In the boat I met a <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Whitfield</persRef>, who said he was acquainted with <persRef key=""adams-thomas"">my brother</persRef>, and who gave me a line for <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Walton</persRef>, inn-keeper at Bristol, to enquire for a parcel of papers he had left there, on his <hi rend=""italic"">way</hi> <pb n=""386"" type=""ms"" />way some days since, from Philadelphia. About 3. in the afternoon we landed at the City of Jersey&#8212;immediately entered the Stage, and travelling over the New Turnpike, stopp&#8217;d at Brunswick to sup&#8212;then rode all-Night.&#8212; I left M<hi rend=""superscript"">r:</hi> Whitfield&#8217;s paper as he requested at Bristol&#8212;</p> ","<p xmlns=""http://www.tei-c.org/ns/1.0""><date>29. </date>About 7. this morning we left <persRef ref=""penfield-nathaniel"">Penfield&#8217;s</persRef> inn at Rye. Breakfasted at<space />and arrived in New-York about Noon&#8212; I resolved to continue my journey without making any stay, and immediately took passage in the Mail Stage for <placeName>Philadelphia</placeName>&#8212; I had barely time to write a line to <persRef key=""adams-louisa-catherine"">my wife</persRef>, from the Stage-Office; and to dine&#8212; One of my fellow-travellers from New-Haven, also proceeds with me; a <persRef ref=""pearce-david"">M<hi rend=""superscript"">r:</hi> Pearce</persRef> of Gloucester, in Massachusetts&#8212; We cross&#8217;d the North-river from Whitehall&#8212; In the boat I met a <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Whitfield</persRef>, who said he was acquainted with <persRef key=""adams-thomas"">my brother</persRef>, and who gave me a line for <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Walton</persRef>, inn-keeper at Bristol, to enquire for a parcel of papers he had left there, on his <hi rend=""italic"">way</hi> <pb n=""386"" type=""ms"" />way some days since, from Philadelphia. About 3. in the afternoon we landed at the City of Jersey&#8212;immediately entered the Stage, and travelling over the New Turnpike, stopp&#8217;d at Brunswick to sup&#8212;then rode all-Night.&#8212; I left M<hi rend=""superscript"">r:</hi> Whitfield&#8217;s paper as he requested at Bristol&#8212;</p> ","['Philadelphia', 'GPE']",".//ns:body//{http://www.tei-c.org/ns/1.0}div[@xml:id=""jqadiaries-v27-1809-01-xx""]/{http://www.tei-c.org/ns/1.0}div",32,JQADiaries-v27-1809-01-p383.xml
40,,New-Haven,GPE,,"<p xmlns=""http://www.tei-c.org/ns/1.0""><date>29. </date>About 7. this morning we left <persRef ref=""penfield-nathaniel"">Penfield&#8217;s</persRef> inn at Rye. Breakfasted at<space />and arrived in New-York about Noon&#8212; I resolved to continue my journey without making any stay, and immediately took passage in the Mail Stage for Philadelphia&#8212; I had barely time to write a line to <persRef key=""adams-louisa-catherine"">my wife</persRef>, from the Stage-Office; and to dine&#8212; One of my fellow-travellers from New-Haven, also proceeds with me; a <persRef ref=""pearce-david"">M<hi rend=""superscript"">r:</hi> Pearce</persRef> of Gloucester, in Massachusetts&#8212; We cross&#8217;d the North-river from Whitehall&#8212; In the boat I met a <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Whitfield</persRef>, who said he was acquainted with <persRef key=""adams-thomas"">my brother</persRef>, and who gave me a line for <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Walton</persRef>, inn-keeper at Bristol, to enquire for a parcel of papers he had left there, on his <hi rend=""italic"">way</hi> <pb n=""386"" type=""ms"" />way some days since, from Philadelphia. About 3. in the afternoon we landed at the City of Jersey&#8212;immediately entered the Stage, and travelling over the New Turnpike, stopp&#8217;d at Brunswick to sup&#8212;then rode all-Night.&#8212; I left M<hi rend=""superscript"">r:</hi> Whitfield&#8217;s paper as he requested at Bristol&#8212;</p> ","<p xmlns=""http://www.tei-c.org/ns/1.0""><date>29. </date>About 7. this morning we left <persRef ref=""penfield-nathaniel"">Penfield&#8217;s</persRef> inn at Rye. Breakfasted at<space />and arrived in New-York about Noon&#8212; I resolved to continue my journey without making any stay, and immediately took passage in the Mail Stage for Philadelphia&#8212; I had barely time to write a line to <persRef key=""adams-louisa-catherine"">my wife</persRef>, from the Stage-Office; and to dine&#8212; One of my fellow-travellers from <placeName>New-Haven</placeName>, also proceeds with me; a <persRef ref=""pearce-david"">M<hi rend=""superscript"">r:</hi> Pearce</persRef> of Gloucester, in Massachusetts&#8212; We cross&#8217;d the North-river from Whitehall&#8212; In the boat I met a <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Whitfield</persRef>, who said he was acquainted with <persRef key=""adams-thomas"">my brother</persRef>, and who gave me a line for <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Walton</persRef>, inn-keeper at Bristol, to enquire for a parcel of papers he had left there, on his <hi rend=""italic"">way</hi> <pb n=""386"" type=""ms"" />way some days since, from Philadelphia. About 3. in the afternoon we landed at the City of Jersey&#8212;immediately entered the Stage, and travelling over the New Turnpike, stopp&#8217;d at Brunswick to sup&#8212;then rode all-Night.&#8212; I left M<hi rend=""superscript"">r:</hi> Whitfield&#8217;s paper as he requested at Bristol&#8212;</p> ","['New-Haven', 'GPE']",".//ns:body//{http://www.tei-c.org/ns/1.0}div[@xml:id=""jqadiaries-v27-1809-01-xx""]/{http://www.tei-c.org/ns/1.0}div",32,JQADiaries-v27-1809-01-p383.xml
41,,Massachusetts,GPE,,"<p xmlns=""http://www.tei-c.org/ns/1.0""><date>29. </date>About 7. this morning we left <persRef ref=""penfield-nathaniel"">Penfield&#8217;s</persRef> inn at Rye. Breakfasted at<space />and arrived in New-York about Noon&#8212; I resolved to continue my journey without making any stay, and immediately took passage in the Mail Stage for Philadelphia&#8212; I had barely time to write a line to <persRef key=""adams-louisa-catherine"">my wife</persRef>, from the Stage-Office; and to dine&#8212; One of my fellow-travellers from New-Haven, also proceeds with me; a <persRef ref=""pearce-david"">M<hi rend=""superscript"">r:</hi> Pearce</persRef> of Gloucester, in Massachusetts&#8212; We cross&#8217;d the North-river from Whitehall&#8212; In the boat I met a <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Whitfield</persRef>, who said he was acquainted with <persRef key=""adams-thomas"">my brother</persRef>, and who gave me a line for <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Walton</persRef>, inn-keeper at Bristol, to enquire for a parcel of papers he had left there, on his <hi rend=""italic"">way</hi> <pb n=""386"" type=""ms"" />way some days since, from Philadelphia. About 3. in the afternoon we landed at the City of Jersey&#8212;immediately entered the Stage, and travelling over the New Turnpike, stopp&#8217;d at Brunswick to sup&#8212;then rode all-Night.&#8212; I left M<hi rend=""superscript"">r:</hi> Whitfield&#8217;s paper as he requested at Bristol&#8212;</p> ","<p xmlns=""http://www.tei-c.org/ns/1.0""><date>29. </date>About 7. this morning we left <persRef ref=""penfield-nathaniel"">Penfield&#8217;s</persRef> inn at Rye. Breakfasted at<space />and arrived in New-York about Noon&#8212; I resolved to continue my journey without making any stay, and immediately took passage in the Mail Stage for Philadelphia&#8212; I had barely time to write a line to <persRef key=""adams-louisa-catherine"">my wife</persRef>, from the Stage-Office; and to dine&#8212; One of my fellow-travellers from New-Haven, also proceeds with me; a <persRef ref=""pearce-david"">M<hi rend=""superscript"">r:</hi> Pearce</persRef> of Gloucester, in <placeName>Massachusetts</placeName>&#8212; We cross&#8217;d the North-river from Whitehall&#8212; In the boat I met a <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Whitfield</persRef>, who said he was acquainted with <persRef key=""adams-thomas"">my brother</persRef>, and who gave me a line for <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Walton</persRef>, inn-keeper at Bristol, to enquire for a parcel of papers he had left there, on his <hi rend=""italic"">way</hi> <pb n=""386"" type=""ms"" />way some days since, from Philadelphia. About 3. in the afternoon we landed at the City of Jersey&#8212;immediately entered the Stage, and travelling over the New Turnpike, stopp&#8217;d at Brunswick to sup&#8212;then rode all-Night.&#8212; I left M<hi rend=""superscript"">r:</hi> Whitfield&#8217;s paper as he requested at Bristol&#8212;</p> ","['Massachusetts', 'GPE']",".//ns:body//{http://www.tei-c.org/ns/1.0}div[@xml:id=""jqadiaries-v27-1809-01-xx""]/{http://www.tei-c.org/ns/1.0}div",32,JQADiaries-v27-1809-01-p383.xml
42,,North-river,LOC,,"<p xmlns=""http://www.tei-c.org/ns/1.0""><date>29. </date>About 7. this morning we left <persRef ref=""penfield-nathaniel"">Penfield&#8217;s</persRef> inn at Rye. Breakfasted at<space />and arrived in New-York about Noon&#8212; I resolved to continue my journey without making any stay, and immediately took passage in the Mail Stage for Philadelphia&#8212; I had barely time to write a line to <persRef key=""adams-louisa-catherine"">my wife</persRef>, from the Stage-Office; and to dine&#8212; One of my fellow-travellers from New-Haven, also proceeds with me; a <persRef ref=""pearce-david"">M<hi rend=""superscript"">r:</hi> Pearce</persRef> of Gloucester, in Massachusetts&#8212; We cross&#8217;d the North-river from Whitehall&#8212; In the boat I met a <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Whitfield</persRef>, who said he was acquainted with <persRef key=""adams-thomas"">my brother</persRef>, and who gave me a line for <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Walton</persRef>, inn-keeper at Bristol, to enquire for a parcel of papers he had left there, on his <hi rend=""italic"">way</hi> <pb n=""386"" type=""ms"" />way some days since, from Philadelphia. About 3. in the afternoon we landed at the City of Jersey&#8212;immediately entered the Stage, and travelling over the New Turnpike, stopp&#8217;d at Brunswick to sup&#8212;then rode all-Night.&#8212; I left M<hi rend=""superscript"">r:</hi> Whitfield&#8217;s paper as he requested at Bristol&#8212;</p> ","<p xmlns=""http://www.tei-c.org/ns/1.0""><date>29. </date>About 7. this morning we left <persRef ref=""penfield-nathaniel"">Penfield&#8217;s</persRef> inn at Rye. Breakfasted at<space />and arrived in New-York about Noon&#8212; I resolved to continue my journey without making any stay, and immediately took passage in the Mail Stage for Philadelphia&#8212; I had barely time to write a line to <persRef key=""adams-louisa-catherine"">my wife</persRef>, from the Stage-Office; and to dine&#8212; One of my fellow-travellers from New-Haven, also proceeds with me; a <persRef ref=""pearce-david"">M<hi rend=""superscript"">r:</hi> Pearce</persRef> of Gloucester, in Massachusetts&#8212; We cross&#8217;d the <placeName>North-river</placeName> from Whitehall&#8212; In the boat I met a <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Whitfield</persRef>, who said he was acquainted with <persRef key=""adams-thomas"">my brother</persRef>, and who gave me a line for <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Walton</persRef>, inn-keeper at Bristol, to enquire for a parcel of papers he had left there, on his <hi rend=""italic"">way</hi> <pb n=""386"" type=""ms"" />way some days since, from Philadelphia. About 3. in the afternoon we landed at the City of Jersey&#8212;immediately entered the Stage, and travelling over the New Turnpike, stopp&#8217;d at Brunswick to sup&#8212;then rode all-Night.&#8212; I left M<hi rend=""superscript"">r:</hi> Whitfield&#8217;s paper as he requested at Bristol&#8212;</p> ","['North-river', 'LOC']",".//ns:body//{http://www.tei-c.org/ns/1.0}div[@xml:id=""jqadiaries-v27-1809-01-xx""]/{http://www.tei-c.org/ns/1.0}div",32,JQADiaries-v27-1809-01-p383.xml
43,,Whitehall,GPE,,"<p xmlns=""http://www.tei-c.org/ns/1.0""><date>29. </date>About 7. this morning we left <persRef ref=""penfield-nathaniel"">Penfield&#8217;s</persRef> inn at Rye. Breakfasted at<space />and arrived in New-York about Noon&#8212; I resolved to continue my journey without making any stay, and immediately took passage in the Mail Stage for Philadelphia&#8212; I had barely time to write a line to <persRef key=""adams-louisa-catherine"">my wife</persRef>, from the Stage-Office; and to dine&#8212; One of my fellow-travellers from New-Haven, also proceeds with me; a <persRef ref=""pearce-david"">M<hi rend=""superscript"">r:</hi> Pearce</persRef> of Gloucester, in Massachusetts&#8212; We cross&#8217;d the North-river from Whitehall&#8212; In the boat I met a <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Whitfield</persRef>, who said he was acquainted with <persRef key=""adams-thomas"">my brother</persRef>, and who gave me a line for <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Walton</persRef>, inn-keeper at Bristol, to enquire for a parcel of papers he had left there, on his <hi rend=""italic"">way</hi> <pb n=""386"" type=""ms"" />way some days since, from Philadelphia. About 3. in the afternoon we landed at the City of Jersey&#8212;immediately entered the Stage, and travelling over the New Turnpike, stopp&#8217;d at Brunswick to sup&#8212;then rode all-Night.&#8212; I left M<hi rend=""superscript"">r:</hi> Whitfield&#8217;s paper as he requested at Bristol&#8212;</p> ","<p xmlns=""http://www.tei-c.org/ns/1.0""><date>29. </date>About 7. this morning we left <persRef ref=""penfield-nathaniel"">Penfield&#8217;s</persRef> inn at Rye. Breakfasted at<space />and arrived in New-York about Noon&#8212; I resolved to continue my journey without making any stay, and immediately took passage in the Mail Stage for Philadelphia&#8212; I had barely time to write a line to <persRef key=""adams-louisa-catherine"">my wife</persRef>, from the Stage-Office; and to dine&#8212; One of my fellow-travellers from New-Haven, also proceeds with me; a <persRef ref=""pearce-david"">M<hi rend=""superscript"">r:</hi> Pearce</persRef> of Gloucester, in Massachusetts&#8212; We cross&#8217;d the North-river from <placeName>Whitehall</placeName>&#8212; In the boat I met a <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Whitfield</persRef>, who said he was acquainted with <persRef key=""adams-thomas"">my brother</persRef>, and who gave me a line for <persRef ref=""u"">M<hi rend=""superscript"">r:</hi> Walton</persRef>, inn-keeper at Bristol, to enquire for a parcel of papers he had left there, on his <hi rend=""italic"">way</hi> <pb n=""386"" type=""ms"" />way some days since, from Philadelphia. About 3. in the afternoon we landed at the City of Jersey&#8212;immediately entered the Stage, and travelling over the New Turnpike, stopp&#8217;d at Brunswick to sup&#8212;then rode all-Night.&#8212; I left M<hi rend=""superscript"">r:</hi> Whitfield&#8217;s paper as he requested at Bristol&#8212;</p> ","['Whitehall', 'GPE']",".//ns:body//{http://www.tei-c.org/ns/1.0}div[@xml:id=""jqadiaries-v27-1809-01-xx""]/{http://www.tei-c.org/ns/1.0}div",32,JQADiaries-v27-1809-01-p383.xml
